year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,UA,STL,273.0,50.0,20.12,0.0,7.49,0.0,22.38,1.0,0.0,2983.0,967.0,0.0,325.0,0.0,1691.0
2022,6,OO,ATW,140.0,18.0,15.0,2.0,0.0,0.0,1.0,2.0,0.0,1215.0,979.0,139.0,0.0,0.0,97.0
2022,2,OO,SAT,105.0,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,767.0,528.0,136.0,0.0,0.0,103.0
2019,9,DL,COS,30.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,296.0,103.0,0.0,193.0,0.0,0.0
2014,12,DL,SMF,154.0,19.0,8.55,0.92,4.7,0.0,4.83,0.0,0.0,721.0,257.0,33.0,167.0,0.0,264.0
2015,9,WN,RNO,568.0,72.0,23.44,2.0,7.12,0.0,39.44,0.0,0.0,3142.0,1138.0,131.0,218.0,0.0,1655.0
2022,2,F9,TPA,438.0,142.0,38.28,3.51,44.76,0.0,55.45,23.0,1.0,9070.0,2262.0,199.0,2326.0,0.0,4283.0
2018,7,DL,DAL,135.0,23.0,10.05,2.11,2.57,0.0,8.27,0.0,2.0,1335.0,426.0,143.0,72.0,0.0,694.0
2014,10,UA,DFW,354.0,87.0,24.66,2.58,32.38,0.0,27.37,1.0,3.0,5107.0,1278.0,505.0,1415.0,0.0,1909.0
2014,4,OO,PDX,1013.0,97.0,20.3,0.98,21.86,0.0,53.86,15.0,0.0,5034.0,1556.0,110.0,588.0,0.0,2780.0
2019,11,WN,PIT,842.0,107.0,49.89,0.96,10.37,0.0,45.78,3.0,1.0,4670.0,2340.0,20.0,314.0,0.0,1996.0
2020,8,OO,LIT,29.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,226.0,169.0,57.0,0.0,0.0,0.0
2013,12,EV,CHA,179.0,46.0,14.8,1.0,8.06,0.0,22.13,0.0,0.0,2886.0,912.0,87.0,337.0,0.0,1550.0
2020,9,MQ,LEX,106.0,13.0,1.86,0.0,9.71,0.0,1.43,0.0,0.0,398.0,92.0,0.0,220.0,0.0,86.0
2023,7,NK,MKE,53.0,26.0,5.84,6.07,9.79,0.73,3.57,2.0,0.0,2322.0,350.0,656.0,944.0,46.0,326.0
2015,2,OO,DLH,113.0,31.0,7.0,1.99,10.65,0.0,11.36,9.0,0.0,1676.0,262.0,90.0,408.0,0.0,916.0
2018,8,MQ,GSP,71.0,18.0,3.9,1.0,8.51,0.0,4.59,2.0,0.0,973.0,256.0,111.0,305.0,0.0,301.0
2022,4,MQ,ABI,172.0,28.0,8.98,2.74,10.63,0.0,5.65,1.0,0.0,1815.0,438.0,414.0,440.0,0.0,523.0
2021,2,OO,RNO,392.0,35.0,26.0,6.0,1.0,0.0,2.0,0.0,0.0,1840.0,1300.0,310.0,50.0,0.0,180.0
2022,10,9E,MOB,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0
2020,9,B6,JAX,38.0,1.0,0.93,0.0,0.07,0.0,0.0,1.0,0.0,28.0,26.0,0.0,2.0,0.0,0.0
2014,9,UA,BOS,1031.0,199.0,61.07,2.98,78.85,1.0,55.1,8.0,0.0,12179.0,3762.0,191.0,3391.0,29.0,4806.0
2016,10,NK,SAN,186.0,19.0,0.29,0.0,17.79,0.0,0.92,1.0,0.0,739.0,6.0,0.0,686.0,0.0,47.0
2017,6,UA,ROC,80.0,16.0,4.96,0.72,3.28,0.0,7.03,0.0,0.0,1521.0,244.0,31.0,412.0,0.0,834.0
2023,2,OO,JAC,122.0,29.0,17.0,3.0,1.0,0.0,8.0,5.0,2.0,1689.0,933.0,147.0,119.0,0.0,490.0
2021,6,YV,DSM,31.0,9.0,3.28,1.03,0.34,0.0,4.36,1.0,0.0,637.0,124.0,132.0,19.0,0.0,362.0
2019,10,YV,COU,57.0,23.0,6.33,1.46,2.06,0.0,13.15,2.0,0.0,1389.0,320.0,75.0,97.0,0.0,897.0
2019,3,OO,MDW,254.0,43.0,12.75,1.1,10.97,0.0,18.18,1.0,0.0,2324.0,522.0,100.0,618.0,0.0,1084.0
2015,9,OO,MKE,696.0,89.0,31.94,2.97,18.78,0.0,35.3,15.0,2.0,4260.0,1426.0,163.0,599.0,0.0,2072.0
2016,1,EV,MLU,224.0,23.0,9.73,0.0,6.98,0.0,6.29,1.0,0.0,1866.0,1178.0,0.0,183.0,0.0,505.0
2018,6,OH,GNV,126.0,29.0,10.3,0.77,6.35,0.54,11.04,18.0,0.0,1473.0,401.0,20.0,174.0,13.0,865.0
2018,1,AS,TPA,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0
2019,12,YV,JAX,51.0,10.0,3.08,2.0,0.02,0.0,4.9,0.0,0.0,1998.0,1472.0,178.0,5.0,0.0,343.0
2018,1,MQ,BIL,31.0,11.0,3.73,0.0,6.32,0.0,0.95,0.0,0.0,276.0,94.0,0.0,148.0,0.0,34.0
2017,4,EV,CLT,218.0,72.0,24.42,0.0,18.33,0.0,29.25,10.0,0.0,6837.0,3283.0,0.0,876.0,0.0,2678.0
2023,7,OO,BDL,1.0,1.0,0.0,0.07,0.93,0.0,0.0,0.0,0.0,15.0,0.0,1.0,14.0,0.0,0.0
2018,3,G4,MRY,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,212.0,0.0,0.0,0.0,0.0
2022,10,UA,SDF,31.0,11.0,2.9,0.0,5.05,0.0,3.06,0.0,0.0,655.0,165.0,0.0,204.0,0.0,286.0
2018,3,G4,TRI,12.0,4.0,2.66,1.0,0.34,0.0,0.0,0.0,0.0,230.0,154.0,68.0,8.0,0.0,0.0
2022,12,OO,HSV,130.0,30.0,19.0,3.0,0.0,0.0,8.0,2.0,0.0,2846.0,1185.0,424.0,0.0,0.0,1237.0
2015,4,DL,ANC,113.0,5.0,3.18,1.0,0.0,0.0,0.82,0.0,0.0,132.0,78.0,36.0,0.0,0.0,18.0
2013,9,WN,CAK,86.0,24.0,8.3,0.41,2.88,0.0,12.41,0.0,0.0,1226.0,230.0,85.0,99.0,0.0,812.0
2016,7,DL,ABE,32.0,10.0,3.09,2.6,1.11,0.0,3.2,0.0,0.0,833.0,171.0,208.0,150.0,0.0,304.0
2018,2,MQ,GJT,70.0,14.0,3.85,1.87,2.87,0.0,5.41,0.0,0.0,510.0,101.0,67.0,171.0,0.0,171.0
2019,7,OH,SDF,183.0,32.0,10.77,2.35,9.01,0.0,9.87,1.0,1.0,2004.0,788.0,188.0,256.0,0.0,772.0
2019,12,OO,EAU,61.0,15.0,4.75,0.07,2.86,0.0,7.31,4.0,0.0,773.0,371.0,2.0,78.0,0.0,322.0
2021,8,OO,MQT,93.0,19.0,15.0,2.0,2.0,0.0,0.0,0.0,2.0,2989.0,2478.0,232.0,279.0,0.0,0.0
2015,6,DL,IND,429.0,71.0,29.41,6.35,15.54,0.0,19.7,0.0,1.0,3658.0,1429.0,475.0,525.0,0.0,1229.0
2021,4,QX,MSO,180.0,17.0,5.89,0.0,5.51,0.0,5.6,0.0,1.0,533.0,184.0,0.0,150.0,0.0,199.0
2023,6,DL,MSY,574.0,164.0,96.7,5.21,23.47,0.0,38.62,13.0,2.0,11068.0,6736.0,349.0,1084.0,0.0,2899.0
2015,5,UA,IND,140.0,44.0,17.16,1.99,8.53,0.0,16.31,1.0,0.0,2092.0,857.0,54.0,279.0,0.0,902.0
2015,3,B6,SJU,944.0,245.0,109.69,2.95,46.78,1.8,83.78,7.0,0.0,14087.0,5891.0,405.0,2044.0,34.0,5713.0
2017,7,DL,ATW,82.0,22.0,4.04,0.41,4.95,0.0,12.61,0.0,0.0,1811.0,229.0,31.0,167.0,0.0,1384.0
2013,11,OO,DEN,3670.0,467.0,101.2,3.8,135.26,0.35,226.38,62.0,1.0,26085.0,8983.0,195.0,4810.0,6.0,12091.0
2013,12,US,MCO,756.0,203.0,85.32,0.96,73.19,1.64,41.88,9.0,0.0,8769.0,4063.0,75.0,2350.0,71.0,2210.0
2020,4,YV,PHX,743.0,14.0,6.49,0.0,5.34,0.0,2.17,274.0,0.0,2531.0,2128.0,0.0,244.0,0.0,159.0
2013,12,OO,MSY,51.0,24.0,8.02,0.0,8.24,0.0,7.74,1.0,0.0,1062.0,421.0,0.0,305.0,0.0,336.0
2016,1,AS,MCO,64.0,11.0,5.42,0.0,4.13,0.0,1.45,0.0,0.0,651.0,499.0,0.0,98.0,0.0,54.0
2023,2,F9,PHX,591.0,236.0,56.67,0.45,108.45,0.0,70.43,7.0,0.0,17817.0,6572.0,43.0,4773.0,0.0,6429.0
2021,6,AS,BZN,44.0,12.0,5.24,0.0,2.01,0.0,4.75,3.0,0.0,730.0,379.0,0.0,152.0,0.0,199.0
2013,9,MQ,TYR,115.0,16.0,4.75,2.49,2.58,0.0,6.18,2.0,0.0,919.0,164.0,339.0,65.0,0.0,351.0
2020,1,DL,ECP,174.0,12.0,5.72,0.81,1.47,0.0,4.0,0.0,0.0,610.0,259.0,69.0,68.0,0.0,214.0
2015,12,MQ,COU,124.0,12.0,2.65,1.63,1.43,0.0,6.29,2.0,0.0,718.0,73.0,154.0,63.0,0.0,428.0
2014,9,OO,DTW,440.0,61.0,12.56,2.62,30.8,0.0,15.02,11.0,4.0,2730.0,690.0,143.0,1065.0,0.0,832.0
2020,1,OO,DVL,54.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,20.0,0.0,20.0,0.0,0.0,0.0
2022,10,DL,CMH,202.0,11.0,9.0,0.0,0.3,0.0,1.7,0.0,1.0,386.0,344.0,0.0,6.0,0.0,36.0
2019,10,OO,ISN,17.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,118.0
2022,9,B6,PHX,90.0,24.0,13.35,0.0,4.66,0.0,5.98,0.0,0.0,1800.0,1029.0,0.0,349.0,0.0,422.0
2021,5,AS,OMA,29.0,7.0,3.19,0.0,3.81,0.0,0.0,0.0,0.0,232.0,142.0,0.0,90.0,0.0,0.0
2021,5,OO,OKC,456.0,55.0,38.0,8.0,0.0,0.0,9.0,0.0,1.0,3024.0,1981.0,692.0,0.0,0.0,351.0
2016,10,AS,SAN,475.0,39.0,9.71,1.65,12.75,0.0,14.9,2.0,0.0,1631.0,471.0,98.0,302.0,0.0,760.0
2014,12,AS,SCC,79.0,14.0,4.31,1.27,5.22,0.0,3.2,0.0,1.0,433.0,133.0,46.0,109.0,0.0,145.0
2015,11,F9,SNA,58.0,11.0,3.98,0.16,4.86,0.0,1.99,0.0,0.0,448.0,132.0,5.0,213.0,0.0,98.0
2015,4,DL,MDT,99.0,9.0,5.54,0.0,0.75,0.0,2.71,0.0,0.0,619.0,310.0,0.0,34.0,0.0,275.0
2023,6,WN,HDN,30.0,5.0,1.11,0.0,0.63,0.0,3.26,1.0,0.0,173.0,28.0,0.0,24.0,0.0,121.0
2021,6,OO,TUS,507.0,109.0,64.0,14.0,1.0,1.0,29.0,0.0,1.0,9153.0,3907.0,1774.0,54.0,16.0,3402.0
2019,3,AA,ILM,62.0,9.0,4.57,0.0,1.37,0.0,3.06,0.0,0.0,397.0,195.0,0.0,65.0,0.0,137.0
2018,8,EV,ELP,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0
2023,8,WN,ICT,153.0,53.0,17.46,0.0,4.79,0.0,30.76,0.0,0.0,2158.0,672.0,0.0,241.0,0.0,1245.0
2023,8,9E,EWR,150.0,21.0,9.7,0.0,4.91,0.0,6.38,2.0,0.0,1264.0,620.0,0.0,237.0,0.0,407.0
2017,11,AS,DCA,118.0,10.0,2.96,1.37,1.52,0.0,4.15,0.0,0.0,841.0,245.0,148.0,116.0,0.0,332.0
2018,9,G4,BOI,26.0,5.0,0.07,0.0,3.47,0.0,1.46,0.0,0.0,228.0,5.0,0.0,152.0,0.0,71.0
2019,8,OO,MCI,232.0,41.0,12.46,0.0,13.64,0.0,14.9,4.0,1.0,2036.0,650.0,0.0,388.0,0.0,998.0
2021,7,WN,LIT,159.0,65.0,24.9,0.66,1.77,0.0,37.67,1.0,0.0,3773.0,1221.0,132.0,144.0,0.0,2276.0
2022,1,OO,YUM,49.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,392.0,187.0,0.0,0.0,0.0,205.0
2018,5,OH,CLT,8645.0,1604.0,300.27,78.76,376.95,3.53,844.49,130.0,35.0,112736.0,25519.0,8826.0,19620.0,245.0,58526.0
2020,2,B6,SEA,163.0,23.0,11.03,0.0,7.3,0.0,4.67,0.0,0.0,1464.0,878.0,0.0,231.0,0.0,355.0
2019,5,UA,CMH,114.0,27.0,6.73,0.25,9.21,0.0,10.8,0.0,0.0,1376.0,286.0,46.0,314.0,0.0,730.0
2018,6,OO,ONT,277.0,37.0,12.17,2.33,6.91,0.0,15.59,0.0,0.0,2182.0,575.0,149.0,288.0,0.0,1170.0
2020,10,G4,OWB,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0
2015,5,VX,SFO,1437.0,455.0,38.08,17.17,308.16,0.56,91.04,1.0,0.0,25226.0,1966.0,614.0,17046.0,15.0,5585.0
2018,6,MQ,GRR,186.0,47.0,7.87,2.46,23.05,0.0,13.63,15.0,0.0,2428.0,276.0,280.0,1043.0,0.0,829.0
2014,4,US,RIC,108.0,13.0,6.68,0.0,3.56,0.0,2.76,0.0,0.0,788.0,303.0,0.0,396.0,0.0,89.0
2013,10,DL,FSD,58.0,7.0,2.86,1.0,2.14,0.0,1.0,0.0,0.0,255.0,108.0,62.0,59.0,0.0,26.0
2015,10,OO,MRY,241.0,45.0,10.78,2.0,9.2,0.0,23.02,7.0,3.0,2237.0,855.0,154.0,312.0,0.0,916.0
2019,9,AS,EWR,322.0,62.0,10.91,0.0,35.95,0.0,15.14,0.0,0.0,3371.0,643.0,0.0,1994.0,0.0,734.0
2021,3,WN,OKC,375.0,50.0,21.82,0.0,6.84,0.0,21.34,8.0,0.0,2595.0,1037.0,0.0,184.0,0.0,1374.0
2020,10,OH,PHL,677.0,100.0,17.1,5.55,67.91,0.03,9.42,0.0,0.0,7894.0,3377.0,365.0,2415.0,1.0,1736.0
2022,7,DL,ORD,856.0,195.0,87.91,5.28,52.82,1.0,47.99,8.0,4.0,15926.0,7762.0,590.0,3206.0,19.0,4349.0
2021,8,AA,BOI,155.0,28.0,14.29,1.0,6.1,0.0,6.61,12.0,1.0,1246.0,680.0,40.0,179.0,0.0,347.0
2021,9,9E,LGA,915.0,60.0,19.03,5.72,17.04,0.0,18.21,20.0,0.0,5660.0,1506.0,444.0,2634.0,0.0,1076.0
2021,11,WN,AMA,121.0,39.0,16.08,0.0,4.36,0.0,18.56,0.0,0.0,1754.0,615.0,0.0,97.0,0.0,1042.0
2020,8,DL,JAN,31.0,5.0,2.91,0.0,2.09,0.0,0.0,0.0,0.0,152.0,102.0,0.0,50.0,0.0,0.0
2019,8,YV,SYR,61.0,13.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,1746.0,257.0,0.0,433.0,0.0,1056.0
2022,11,DL,ABQ,88.0,17.0,7.71,0.0,7.54,0.0,1.76,0.0,0.0,481.0,248.0,0.0,176.0,0.0,57.0
2020,1,WN,LGA,1066.0,158.0,63.97,2.62,54.31,1.0,36.1,20.0,2.0,8310.0,3665.0,226.0,2284.0,19.0,2116.0
2014,12,US,MKE,52.0,9.0,4.54,0.0,3.15,0.0,1.31,0.0,0.0,358.0,204.0,0.0,102.0,0.0,52.0
2013,8,UA,SAT,169.0,27.0,8.89,3.25,3.25,0.0,11.61,0.0,0.0,1726.0,400.0,182.0,172.0,0.0,972.0
2021,8,AS,CVG,31.0,6.0,2.63,0.0,2.73,0.0,0.64,0.0,0.0,351.0,164.0,0.0,152.0,0.0,35.0
2017,6,F9,CLT,108.0,37.0,16.55,1.08,7.36,0.0,12.01,0.0,0.0,1738.0,634.0,37.0,248.0,0.0,819.0
2018,7,YV,LBB,182.0,62.0,26.68,2.11,13.0,0.0,20.21,6.0,0.0,4012.0,1740.0,137.0,460.0,0.0,1675.0
2020,10,AS,FLL,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0
2019,8,EV,DCA,181.0,56.0,20.79,0.72,14.14,0.0,20.35,15.0,1.0,7385.0,3496.0,196.0,1173.0,0.0,2520.0
2016,7,AA,STT,206.0,53.0,22.0,2.22,22.27,0.0,6.52,0.0,1.0,3541.0,2585.0,63.0,569.0,0.0,324.0
2018,12,UA,HDN,19.0,6.0,0.63,0.0,3.65,0.0,1.72,0.0,1.0,205.0,20.0,0.0,74.0,0.0,111.0
2023,5,G4,PHX,27.0,6.0,1.87,0.0,1.33,0.0,2.79,0.0,0.0,329.0,91.0,0.0,51.0,0.0,187.0
2017,4,UA,EUG,65.0,11.0,3.4,0.02,1.85,0.0,5.73,0.0,0.0,798.0,305.0,4.0,67.0,0.0,422.0
2022,7,AA,VPS,201.0,62.0,26.97,2.82,10.43,0.0,21.78,10.0,0.0,4777.0,1636.0,246.0,361.0,0.0,2534.0
2018,7,MQ,GSO,394.0,104.0,26.83,4.73,40.42,0.0,32.02,17.0,2.0,6026.0,1386.0,405.0,1643.0,0.0,2592.0
2018,4,B6,CLT,116.0,30.0,15.64,0.0,4.29,0.0,10.07,3.0,0.0,2839.0,1710.0,0.0,371.0,0.0,758.0
2018,5,9E,RIC,142.0,30.0,8.06,0.96,11.82,0.0,9.16,5.0,0.0,1599.0,559.0,55.0,425.0,0.0,560.0
2017,7,OO,PSC,286.0,48.0,14.85,0.0,9.75,0.0,23.4,1.0,1.0,3201.0,1638.0,0.0,257.0,0.0,1306.0
2022,4,9E,MKE,162.0,27.0,7.0,0.0,3.68,0.0,16.32,1.0,0.0,2376.0,693.0,0.0,137.0,0.0,1546.0
2016,3,DL,DSM,88.0,7.0,3.0,1.2,0.05,0.0,2.75,0.0,0.0,454.0,95.0,71.0,11.0,0.0,277.0
2021,10,MQ,ALB,6.0,1.0,0.0,0.0,0.13,0.0,0.88,0.0,0.0,88.0,0.0,0.0,11.0,0.0,77.0
2015,8,HA,LAX,183.0,22.0,16.75,0.0,0.0,0.73,4.52,0.0,0.0,2021.0,1787.0,0.0,0.0,11.0,223.0
2015,2,AS,ADK,8.0,2.0,0.0,0.0,0.53,0.0,1.47,0.0,0.0,75.0,0.0,0.0,9.0,0.0,66.0
2016,7,UA,ORF,49.0,17.0,6.58,0.28,2.43,0.0,7.71,4.0,0.0,1461.0,549.0,28.0,66.0,0.0,818.0
2021,4,DL,SYR,71.0,6.0,1.94,1.0,2.06,0.0,1.0,0.0,1.0,860.0,46.0,118.0,681.0,0.0,15.0
2022,8,B6,ALB,62.0,16.0,10.59,0.0,3.58,0.72,1.11,0.0,0.0,1455.0,1178.0,0.0,165.0,21.0,91.0
2015,2,EV,PIB,48.0,15.0,1.34,0.0,0.64,0.0,13.01,3.0,0.0,857.0,29.0,0.0,29.0,0.0,799.0
2014,5,MQ,BDL,7.0,2.0,0.76,0.0,1.0,0.0,0.24,0.0,0.0,107.0,64.0,0.0,23.0,0.0,20.0
2023,3,AA,DFW,13234.0,3529.0,820.47,149.77,999.84,8.27,1550.65,304.0,84.0,337375.0,118554.0,15718.0,47438.0,403.0,155262.0
2016,11,B6,JFK,3409.0,658.0,173.6,3.1,309.17,0.26,171.88,7.0,11.0,34942.0,10142.0,183.0,12488.0,7.0,12122.0
2020,7,OO,RKS,60.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,813.0,687.0,126.0,0.0,0.0,0.0
2022,10,DL,CLE,245.0,28.0,19.99,0.0,1.72,0.0,6.29,0.0,0.0,976.0,749.0,0.0,28.0,0.0,199.0
2015,6,US,MKE,60.0,9.0,3.52,0.0,1.98,0.0,3.5,1.0,0.0,493.0,238.0,0.0,64.0,0.0,191.0
2021,6,MQ,DFW,5633.0,1106.0,233.73,132.05,323.56,3.19,413.47,99.0,21.0,87201.0,20700.0,15337.0,20423.0,362.0,30379.0
2023,1,OO,BRO,33.0,10.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,290.0,183.0,72.0,0.0,0.0,35.0
2015,9,DL,LAX,2498.0,345.0,82.24,8.27,185.19,0.0,69.3,0.0,2.0,18215.0,7479.0,333.0,5790.0,0.0,4613.0
2016,5,AA,ILM,30.0,3.0,0.0,2.98,0.0,0.0,0.02,1.0,0.0,263.0,0.0,260.0,0.0,0.0,3.0
2022,2,WN,EUG,84.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,606.0,366.0,0.0,0.0,0.0,240.0
2019,12,9E,EWN,58.0,5.0,3.81,0.0,0.82,0.0,0.37,0.0,1.0,160.0,135.0,0.0,15.0,0.0,10.0
2019,11,F9,FLL,107.0,15.0,5.98,0.0,5.96,0.0,3.07,1.0,0.0,458.0,194.0,0.0,176.0,0.0,88.0
2019,5,OO,LAR,54.0,6.0,1.52,1.43,1.04,0.0,2.0,2.0,0.0,916.0,42.0,721.0,23.0,0.0,130.0
2021,6,MQ,MHK,58.0,10.0,1.73,3.01,0.94,0.0,4.32,0.0,0.0,1239.0,78.0,808.0,22.0,0.0,331.0
2019,11,UA,PDX,555.0,81.0,22.46,0.45,28.13,0.0,29.97,4.0,0.0,3606.0,1114.0,26.0,778.0,0.0,1688.0
2020,1,OO,GEG,350.0,71.0,33.97,7.65,29.39,0.0,0.0,3.0,1.0,3974.0,2291.0,298.0,1385.0,0.0,0.0
2015,7,F9,DSM,18.0,1.0,0.03,0.0,0.96,0.0,0.01,0.0,0.0,71.0,2.0,0.0,68.0,0.0,1.0
2021,12,UA,CID,28.0,10.0,5.18,0.74,0.05,0.0,4.02,0.0,0.0,1271.0,240.0,538.0,4.0,0.0,489.0
2013,10,EV,LBB,188.0,40.0,8.76,0.0,13.95,0.0,17.29,2.0,0.0,1925.0,544.0,0.0,429.0,0.0,952.0
2017,12,OO,MBS,188.0,49.0,15.5,2.65,16.01,0.0,14.84,4.0,2.0,6109.0,3267.0,315.0,1601.0,0.0,926.0
2019,2,G4,MLI,40.0,7.0,2.96,0.0,1.04,0.0,3.0,2.0,0.0,509.0,325.0,0.0,24.0,0.0,160.0
2020,1,G4,GSP,29.0,7.0,1.11,0.07,1.13,0.0,4.69,0.0,0.0,413.0,71.0,8.0,27.0,0.0,307.0
2018,12,UA,MFE,44.0,8.0,3.78,0.4,2.31,0.0,1.51,1.0,0.0,197.0,70.0,12.0,45.0,0.0,70.0
2023,6,UA,DTW,173.0,68.0,27.92,1.86,13.1,0.0,25.12,10.0,1.0,5299.0,2002.0,167.0,610.0,0.0,2520.0
2021,4,B6,JFK,1861.0,298.0,141.78,12.07,71.48,3.46,69.2,8.0,0.0,24026.0,10812.0,2783.0,2819.0,366.0,7246.0
2019,9,YV,SAT,41.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,258.0,83.0,0.0,54.0,0.0,121.0
2018,11,DL,BDL,369.0,36.0,16.97,1.52,10.08,0.0,7.43,1.0,0.0,1620.0,782.0,39.0,492.0,0.0,307.0
2020,2,NK,AVL,21.0,2.0,0.76,0.0,0.24,0.0,1.0,0.0,0.0,100.0,16.0,0.0,5.0,0.0,79.0
2020,12,OH,FNT,79.0,5.0,1.98,0.0,3.02,0.0,0.0,0.0,0.0,111.0,54.0,0.0,57.0,0.0,0.0
2018,8,OO,MAF,72.0,19.0,8.22,0.0,4.12,0.0,6.66,0.0,0.0,1038.0,485.0,0.0,145.0,0.0,408.0
2019,11,OH,MDT,31.0,6.0,2.72,0.0,0.17,0.0,3.11,0.0,0.0,260.0,149.0,0.0,3.0,0.0,108.0
2020,9,UA,CVG,30.0,3.0,0.0,0.0,2.23,0.0,0.77,0.0,0.0,129.0,0.0,0.0,70.0,0.0,59.0
2022,3,MQ,TLH,120.0,23.0,5.76,1.84,11.17,0.0,4.23,3.0,1.0,1660.0,578.0,265.0,397.0,0.0,420.0
2019,12,WN,MCO,3761.0,750.0,268.18,7.54,170.01,1.25,303.03,28.0,10.0,38609.0,13606.0,1209.0,6899.0,36.0,16859.0
2018,4,EV,CRW,30.0,3.0,0.0,0.0,2.4,0.0,0.6,0.0,0.0,67.0,0.0,0.0,52.0,0.0,15.0
2020,1,UA,EWR,4700.0,845.0,133.64,7.11,504.79,0.0,199.46,17.0,5.0,54150.0,11468.0,650.0,23798.0,0.0,18234.0
2021,6,DL,JAC,162.0,15.0,5.6,1.32,4.16,0.0,3.92,0.0,0.0,607.0,180.0,25.0,202.0,0.0,200.0
2020,12,DL,EYW,121.0,15.0,4.28,0.0,10.39,0.0,0.33,2.0,0.0,541.0,247.0,0.0,287.0,0.0,7.0
2014,4,UA,GRR,30.0,6.0,1.26,1.46,1.94,0.0,1.34,0.0,0.0,218.0,35.0,53.0,56.0,0.0,74.0
2022,1,OO,DAL,31.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,21.0,0.0,0.0,0.0,83.0
2015,11,DL,DAY,114.0,13.0,8.08,0.31,2.52,0.0,2.09,0.0,0.0,648.0,332.0,10.0,127.0,0.0,179.0
2020,8,MQ,CMI,119.0,8.0,1.0,1.12,4.92,0.0,0.96,1.0,0.0,437.0,22.0,113.0,203.0,0.0,99.0
2014,4,B6,FLL,1508.0,386.0,108.0,1.79,151.27,1.71,123.23,29.0,1.0,21201.0,5841.0,715.0,6068.0,55.0,8522.0
2021,12,OO,BHM,90.0,17.0,11.0,0.0,0.0,0.0,6.0,4.0,0.0,1176.0,750.0,0.0,0.0,0.0,426.0
2014,7,OO,CNY,52.0,3.0,2.15,0.0,0.85,0.0,0.0,0.0,0.0,77.0,57.0,0.0,20.0,0.0,0.0
2021,9,QX,BZN,99.0,13.0,7.75,0.0,1.77,0.0,3.48,0.0,0.0,986.0,359.0,0.0,70.0,0.0,557.0
2022,12,DL,MTJ,15.0,3.0,2.46,0.0,0.54,0.0,0.0,0.0,0.0,88.0,72.0,0.0,16.0,0.0,0.0
2018,3,EV,RIC,522.0,117.0,42.04,0.0,25.95,0.0,49.01,36.0,0.0,13127.0,6746.0,0.0,1050.0,0.0,5331.0
2016,6,B6,PVD,90.0,14.0,7.45,0.3,4.09,0.0,2.15,1.0,0.0,875.0,494.0,25.0,242.0,0.0,114.0
2015,6,OO,ICT,271.0,85.0,31.65,2.01,22.32,0.0,29.02,5.0,1.0,4469.0,1511.0,238.0,808.0,0.0,1912.0
2020,1,MQ,OKC,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0
2016,6,B6,JAX,296.0,91.0,33.01,2.88,27.96,0.65,26.5,1.0,0.0,5579.0,2105.0,331.0,1146.0,23.0,1974.0
2021,4,OO,LGA,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0
2021,7,AS,BUR,138.0,25.0,8.68,0.0,4.64,0.0,11.69,0.0,0.0,1242.0,452.0,0.0,148.0,0.0,642.0
2013,9,EV,GSO,442.0,77.0,32.37,2.58,17.43,0.0,24.62,15.0,1.0,5349.0,1931.0,108.0,1369.0,0.0,1941.0
2016,1,DL,ECP,145.0,13.0,4.84,3.14,1.86,0.0,3.16,0.0,0.0,1164.0,252.0,520.0,216.0,0.0,176.0
2022,11,YX,EWR,2501.0,470.0,44.09,26.1,338.12,0.0,61.69,49.0,1.0,25147.0,2677.0,1218.0,16762.0,0.0,4490.0
