year,month,carrier,airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018,7,YX,ROC,252.0,44.0,12.09,0.79,10.56,0.0,20.56,12.0,1.0,2945.0,815.0,39.0,589.0,0.0,1502.0
2018,8,OO,CNY,53.0,17.0,7.85,0.5,5.94,0.0,2.71,0.0,1.0,884.0,532.0,8.0,134.0,0.0,210.0
2016,11,EV,MBS,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,67.0
2022,9,AS,FLL,30.0,5.0,2.41,1.88,0.71,0.0,0.0,0.0,0.0,126.0,59.0,49.0,18.0,0.0,0.0
2016,7,DL,BTR,53.0,7.0,3.06,0.14,2.37,0.0,1.43,0.0,1.0,548.0,135.0,15.0,190.0,0.0,208.0
2022,1,OO,GRB,80.0,14.0,12.0,2.0,0.0,0.0,0.0,7.0,0.0,655.0,554.0,101.0,0.0,0.0,0.0
2021,1,AS,JFK,45.0,3.0,1.53,0.0,1.47,0.0,0.0,1.0,1.0,60.0,26.0,0.0,34.0,0.0,0.0
2016,8,VX,SEA,232.0,63.0,11.49,1.53,23.73,0.0,26.25,0.0,0.0,2459.0,371.0,40.0,703.0,0.0,1345.0
2023,6,AS,OMA,37.0,8.0,2.83,0.0,5.17,0.0,0.0,0.0,0.0,277.0,180.0,0.0,97.0,0.0,0.0
2019,10,F9,SLC,135.0,40.0,7.43,0.86,17.95,0.0,13.75,2.0,0.0,2566.0,437.0,78.0,749.0,0.0,1302.0
2023,6,OO,DAY,143.0,27.0,22.0,1.0,0.0,0.0,4.0,2.0,0.0,1628.0,1378.0,17.0,0.0,0.0,233.0
2022,10,WN,MHT,253.0,68.0,36.03,0.0,5.93,0.0,26.04,0.0,1.0,2502.0,1268.0,0.0,180.0,0.0,1054.0
2016,12,F9,SEA,76.0,30.0,14.57,0.0,11.55,0.0,3.88,3.0,0.0,1891.0,1057.0,0.0,428.0,0.0,406.0
2019,11,UA,PHX,669.0,115.0,28.17,1.03,49.69,0.0,36.12,3.0,0.0,6582.0,1669.0,73.0,1652.0,0.0,3188.0
2019,3,OO,RDU,145.0,18.0,6.88,2.13,2.28,0.9,5.81,2.0,0.0,1091.0,467.0,117.0,86.0,52.0,369.0
2021,5,UA,OMA,96.0,12.0,2.47,2.24,2.82,0.0,4.46,0.0,1.0,913.0,116.0,127.0,115.0,0.0,555.0
2015,6,DL,MCO,1403.0,288.0,85.75,15.02,99.52,0.0,87.7,6.0,13.0,17917.0,5777.0,1499.0,4457.0,0.0,6184.0
2021,6,G4,HGR,28.0,5.0,1.25,0.0,2.81,0.0,0.94,0.0,0.0,430.0,196.0,0.0,179.0,0.0,55.0
2018,10,OO,TVC,133.0,29.0,5.5,0.0,10.54,0.0,12.96,2.0,0.0,1329.0,228.0,0.0,452.0,0.0,649.0
2022,6,YX,OKC,74.0,19.0,5.43,0.05,5.96,0.0,7.56,9.0,0.0,1948.0,634.0,9.0,324.0,0.0,981.0
2022,1,AA,SRQ,119.0,15.0,5.97,0.22,3.94,0.0,4.87,5.0,0.0,901.0,364.0,33.0,194.0,0.0,310.0
2019,7,9E,ATL,3813.0,635.0,119.73,49.17,160.6,0.0,305.51,36.0,9.0,55220.0,14432.0,5538.0,10813.0,0.0,24437.0
2023,1,NK,ACY,220.0,40.0,19.53,0.09,9.75,1.0,9.63,10.0,0.0,2052.0,806.0,9.0,519.0,17.0,701.0
2014,8,F9,BNA,80.0,14.0,4.13,0.69,8.21,0.0,0.97,0.0,0.0,547.0,180.0,54.0,234.0,0.0,79.0
2022,10,OO,RIW,31.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,130.0,112.0,0.0,0.0,0.0,18.0
2021,2,MQ,ORD,1854.0,328.0,60.99,26.25,162.37,0.13,78.26,108.0,4.0,20760.0,4384.0,2597.0,6979.0,3.0,6797.0
2020,6,DL,JAC,63.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0
2018,11,OO,ATW,186.0,35.0,4.71,4.63,14.31,0.0,11.35,2.0,0.0,1724.0,354.0,343.0,468.0,0.0,559.0
2019,9,WN,AUS,1966.0,176.0,73.62,0.84,29.73,0.55,71.26,11.0,0.0,8858.0,3379.0,198.0,1074.0,56.0,4151.0
2017,9,VX,PSP,59.0,21.0,3.47,2.11,4.36,0.0,11.06,0.0,0.0,864.0,154.0,82.0,150.0,0.0,478.0
2016,9,OO,LAX,2278.0,372.0,37.09,4.34,190.27,0.0,140.3,7.0,2.0,20852.0,4897.0,416.0,7265.0,0.0,8274.0
2022,1,YV,CVG,117.0,23.0,13.0,1.0,9.0,0.0,0.0,9.0,0.0,1130.0,708.0,99.0,323.0,0.0,0.0
2015,6,US,LAS,535.0,111.0,40.14,3.8,32.06,2.73,32.27,1.0,1.0,5922.0,2227.0,415.0,1325.0,141.0,1814.0
2019,12,EV,BTV,73.0,32.0,8.01,1.0,7.18,0.0,15.81,1.0,0.0,4119.0,1162.0,69.0,1350.0,0.0,1538.0
2019,7,YV,SBA,149.0,28.0,8.17,0.13,4.81,0.0,14.89,3.0,1.0,2264.0,608.0,10.0,309.0,0.0,1337.0
2023,6,DL,BIL,60.0,16.0,10.68,0.0,1.28,0.0,4.05,2.0,0.0,1555.0,1239.0,0.0,41.0,0.0,275.0
2015,11,B6,SAV,90.0,8.0,3.55,0.0,4.41,0.0,0.05,0.0,0.0,546.0,397.0,0.0,134.0,0.0,15.0
2017,12,OO,CKB,57.0,11.0,3.95,0.0,3.14,0.0,3.91,3.0,0.0,485.0,246.0,0.0,86.0,0.0,153.0
2017,5,WN,OKC,563.0,135.0,52.9,0.0,23.35,0.0,58.75,1.0,2.0,6286.0,2564.0,0.0,927.0,0.0,2795.0
2019,6,MQ,MRY,30.0,4.0,1.11,1.0,1.0,0.0,0.89,0.0,0.0,130.0,59.0,40.0,15.0,0.0,16.0
2022,5,HA,LAX,186.0,25.0,19.99,0.0,1.0,1.77,2.24,0.0,0.0,689.0,541.0,0.0,30.0,31.0,87.0
2017,8,OO,BNA,492.0,121.0,35.74,3.64,32.63,0.0,48.98,11.0,2.0,9109.0,3428.0,318.0,1474.0,0.0,3889.0
2017,6,HA,LIH,816.0,51.0,36.58,0.0,3.29,0.0,11.12,3.0,1.0,2057.0,1730.0,0.0,80.0,0.0,247.0
2016,3,VX,JFK,391.0,74.0,13.67,5.11,11.35,0.0,43.87,0.0,0.0,4109.0,594.0,128.0,627.0,0.0,2760.0
2019,3,9E,TYS,380.0,64.0,24.32,0.68,11.04,0.0,27.96,3.0,0.0,3883.0,1380.0,180.0,347.0,0.0,1976.0
2018,5,NK,RSW,80.0,18.0,2.04,1.79,7.21,0.0,6.97,0.0,0.0,2559.0,169.0,258.0,900.0,0.0,1232.0
2014,12,MQ,HOU,135.0,62.0,28.62,4.77,12.78,0.42,15.4,12.0,0.0,3026.0,1392.0,290.0,522.0,35.0,787.0
2014,1,FL,CAK,309.0,63.0,13.2,1.56,9.11,0.0,39.13,14.0,2.0,3720.0,835.0,51.0,332.0,0.0,2502.0
2021,12,AA,BOI,60.0,9.0,5.08,0.0,1.21,0.0,2.72,0.0,0.0,286.0,185.0,0.0,24.0,0.0,77.0
2015,6,UA,SAT,267.0,95.0,41.24,8.58,6.49,0.0,38.68,9.0,0.0,6732.0,2217.0,769.0,300.0,0.0,3446.0
2021,9,OO,TVC,104.0,19.0,8.0,0.0,1.0,0.0,10.0,0.0,0.0,1164.0,253.0,0.0,115.0,0.0,796.0
2016,8,EV,MSN,183.0,37.0,12.84,2.35,6.59,0.0,15.23,16.0,2.0,2952.0,1086.0,242.0,382.0,0.0,1242.0
2022,7,WN,IAH,564.0,154.0,56.26,2.44,8.95,1.0,85.34,7.0,1.0,8703.0,3023.0,144.0,356.0,238.0,4942.0
2021,1,WN,LAX,1092.0,67.0,26.29,1.18,21.18,0.0,18.36,2.0,3.0,2095.0,801.0,35.0,563.0,0.0,696.0
2022,10,DL,BDL,342.0,33.0,19.94,0.0,10.82,0.0,2.24,1.0,1.0,1613.0,1236.0,0.0,298.0,0.0,79.0
2020,3,HA,HNL,2748.0,165.0,64.38,9.62,2.12,0.0,88.89,235.0,7.0,11433.0,3719.0,835.0,58.0,0.0,6821.0
2018,3,9E,DCA,180.0,27.0,7.67,1.0,8.07,0.0,10.26,19.0,0.0,2304.0,524.0,694.0,245.0,0.0,841.0
2022,4,YX,MCI,366.0,62.0,16.0,0.21,22.76,0.0,23.02,4.0,1.0,2929.0,786.0,21.0,674.0,0.0,1448.0
2017,3,AA,EWR,630.0,225.0,40.79,3.31,149.27,1.31,30.33,34.0,0.0,12384.0,1969.0,236.0,8143.0,61.0,1975.0
2021,2,AA,HDN,50.0,11.0,1.33,1.12,6.4,0.0,2.14,2.0,0.0,673.0,141.0,112.0,259.0,0.0,161.0
2020,2,HA,LGB,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,418.0,0.0,0.0,0.0,0.0
2018,3,DL,SAN,650.0,92.0,31.02,2.02,37.3,0.0,21.65,7.0,2.0,3555.0,1363.0,92.0,1037.0,0.0,1063.0
2020,8,YV,DCA,59.0,5.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,157.0,46.0,29.0,82.0,0.0,0.0
2021,10,WN,ORF,248.0,86.0,47.16,0.0,5.97,0.4,32.47,4.0,1.0,3463.0,1946.0,0.0,213.0,6.0,1298.0
2022,10,DL,BUF,180.0,17.0,11.16,0.0,1.98,0.0,3.86,0.0,0.0,1171.0,992.0,0.0,44.0,0.0,135.0
2015,9,B6,SEA,206.0,45.0,14.22,1.0,18.3,0.34,11.13,0.0,1.0,1864.0,773.0,32.0,511.0,10.0,538.0
2022,12,OH,CHS,29.0,9.0,1.74,0.0,4.41,0.18,2.67,0.0,0.0,388.0,51.0,0.0,173.0,15.0,149.0
2019,8,OH,BGR,130.0,28.0,7.07,1.0,7.49,0.5,11.94,2.0,0.0,1536.0,358.0,53.0,333.0,10.0,782.0
2023,7,DL,GSP,234.0,54.0,36.29,2.0,5.61,0.0,10.1,2.0,0.0,3722.0,2381.0,223.0,504.0,0.0,614.0
2017,10,OO,GFK,74.0,11.0,5.08,1.5,1.18,0.0,3.24,0.0,0.0,1347.0,334.0,850.0,55.0,0.0,108.0
2021,4,OO,LAX,3182.0,154.0,117.0,15.0,1.0,4.0,17.0,1.0,2.0,10637.0,8175.0,990.0,15.0,80.0,1377.0
2019,7,B6,SAV,97.0,15.0,9.46,0.0,3.06,0.0,2.47,0.0,2.0,1576.0,767.0,0.0,589.0,0.0,220.0
2013,9,UA,RIC,30.0,8.0,2.77,0.0,3.18,0.0,2.05,0.0,0.0,455.0,107.0,0.0,213.0,0.0,135.0
2019,12,WN,TUL,385.0,77.0,29.68,2.0,6.4,0.0,38.92,1.0,1.0,3391.0,1299.0,82.0,331.0,0.0,1679.0
2018,7,OO,BZN,159.0,22.0,9.56,0.0,1.92,0.0,10.51,0.0,0.0,2049.0,1133.0,0.0,122.0,0.0,794.0
2022,3,OO,FAR,324.0,73.0,52.0,8.0,0.0,0.0,13.0,1.0,0.0,4902.0,3621.0,390.0,0.0,0.0,891.0
2015,10,WN,IND,830.0,121.0,47.36,0.0,19.6,0.0,54.04,0.0,0.0,5137.0,2024.0,0.0,553.0,0.0,2560.0
2022,5,OH,CHO,59.0,7.0,0.09,1.66,3.34,0.0,1.91,1.0,0.0,485.0,7.0,146.0,143.0,0.0,189.0
2017,9,WN,PHX,4766.0,739.0,213.17,9.57,144.68,1.0,370.59,52.0,17.0,33063.0,9464.0,705.0,5241.0,18.0,17635.0
2021,11,G4,PBG,26.0,4.0,2.38,0.0,1.62,0.0,0.0,0.0,1.0,160.0,111.0,0.0,49.0,0.0,0.0
2013,11,WN,DTW,478.0,98.0,41.25,1.11,7.92,0.63,47.09,0.0,1.0,4686.0,1873.0,75.0,276.0,15.0,2447.0
2022,8,UA,OGG,301.0,25.0,10.41,0.0,10.82,0.0,3.77,0.0,1.0,998.0,475.0,0.0,280.0,0.0,243.0
2019,7,UA,LAX,2595.0,514.0,137.46,60.23,108.02,0.0,208.29,21.0,3.0,45882.0,11114.0,7930.0,5216.0,0.0,21622.0
2022,2,WN,COS,324.0,64.0,26.25,0.48,8.69,0.0,28.58,11.0,0.0,2609.0,993.0,57.0,337.0,0.0,1222.0
2023,5,F9,MCI,19.0,2.0,1.8,0.0,0.2,0.0,0.0,0.0,0.0,59.0,53.0,0.0,6.0,0.0,0.0
2022,10,OH,PIT,98.0,9.0,3.52,0.03,0.18,0.0,5.27,0.0,2.0,704.0,270.0,4.0,9.0,0.0,421.0
2021,10,G4,LIT,15.0,5.0,1.13,0.74,0.05,0.0,3.08,1.0,0.0,262.0,31.0,21.0,1.0,0.0,209.0
2017,7,VX,IAD,147.0,23.0,1.72,2.0,11.16,1.0,7.12,0.0,1.0,862.0,46.0,64.0,394.0,17.0,341.0
2023,6,G4,PSM,35.0,9.0,3.99,0.02,1.65,0.0,3.34,0.0,0.0,784.0,295.0,2.0,80.0,0.0,407.0
2019,12,MQ,LFT,18.0,3.0,1.8,0.0,0.2,0.0,1.0,0.0,0.0,268.0,70.0,0.0,7.0,0.0,191.0
2019,10,WN,TPA,2157.0,315.0,101.14,4.54,51.03,1.0,157.29,14.0,4.0,15494.0,5365.0,377.0,1555.0,16.0,8181.0
2015,6,DL,JNU,30.0,6.0,3.58,0.0,1.17,0.0,1.24,0.0,0.0,181.0,102.0,0.0,19.0,0.0,60.0
2019,5,EV,BGR,56.0,20.0,10.14,0.15,5.67,0.0,4.04,3.0,0.0,1423.0,716.0,4.0,364.0,0.0,339.0
2021,5,WN,IND,777.0,149.0,69.08,1.42,13.59,0.81,64.1,1.0,0.0,7936.0,3537.0,84.0,375.0,22.0,3918.0
2021,8,YV,JAN,8.0,1.0,0.05,0.0,0.0,0.0,0.95,1.0,0.0,945.0,45.0,0.0,0.0,0.0,900.0
2022,7,G4,MFE,54.0,16.0,5.01,1.98,3.47,0.0,5.54,0.0,0.0,1113.0,573.0,196.0,112.0,0.0,232.0
2020,3,NK,PIT,257.0,21.0,7.19,0.0,7.59,0.0,6.22,15.0,0.0,2078.0,773.0,0.0,678.0,0.0,627.0
2022,2,NK,LAX,687.0,194.0,53.53,1.87,91.06,1.52,46.01,19.0,0.0,11779.0,4054.0,75.0,4000.0,84.0,3566.0
2023,6,OO,INL,52.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,300.0,280.0,20.0,0.0,0.0,0.0
2022,2,AS,RSW,28.0,11.0,4.0,0.0,2.81,0.0,4.19,0.0,0.0,553.0,243.0,0.0,153.0,0.0,157.0
2013,12,WN,MHT,401.0,187.0,78.4,3.29,9.02,0.36,95.93,6.0,0.0,10366.0,4084.0,274.0,512.0,10.0,5486.0
2014,2,EV,LNK,95.0,45.0,17.05,1.97,10.07,0.0,15.9,6.0,1.0,2795.0,1430.0,62.0,308.0,0.0,995.0
2017,6,AA,SAN,816.0,247.0,64.03,13.77,81.45,0.58,87.17,12.0,3.0,14011.0,3067.0,1164.0,3640.0,22.0,6118.0
2023,3,AS,BWI,31.0,5.0,3.4,0.0,1.6,0.0,0.0,0.0,0.0,103.0,72.0,0.0,31.0,0.0,0.0
2019,1,YX,RIC,109.0,22.0,4.55,1.24,9.23,0.0,6.97,3.0,0.0,1073.0,292.0,166.0,265.0,0.0,350.0
2022,8,AA,MSN,158.0,47.0,12.44,3.22,5.76,0.0,25.57,4.0,0.0,3373.0,823.0,284.0,250.0,0.0,2016.0
2022,4,AA,DCA,2158.0,420.0,113.01,15.28,108.66,0.26,182.78,40.0,4.0,31085.0,9201.0,1620.0,4429.0,9.0,15826.0
2021,12,OO,XNA,67.0,15.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,1174.0,608.0,0.0,0.0,0.0,566.0
2023,3,YX,BNA,373.0,58.0,18.6,0.0,29.7,0.0,9.69,6.0,4.0,2841.0,1046.0,0.0,945.0,0.0,850.0
2014,7,FL,RIC,119.0,11.0,6.34,0.77,2.38,0.0,1.52,1.0,0.0,723.0,163.0,160.0,161.0,0.0,239.0
2021,5,B6,MCO,1231.0,202.0,91.83,0.0,41.55,2.44,66.18,0.0,8.0,13577.0,6874.0,0.0,1549.0,97.0,5057.0
2022,7,AS,MSP,116.0,14.0,5.83,0.0,2.91,0.0,5.26,0.0,0.0,518.0,306.0,0.0,58.0,0.0,154.0
2018,4,OO,HYS,88.0,18.0,1.83,0.69,8.73,0.0,6.75,0.0,0.0,1211.0,85.0,135.0,333.0,0.0,658.0
2015,5,AS,DEN,155.0,16.0,7.21,0.0,7.24,0.0,1.55,0.0,0.0,535.0,266.0,0.0,186.0,0.0,83.0
2019,6,UA,BWI,309.0,98.0,22.9,5.6,30.0,0.0,39.5,1.0,1.0,7117.0,1712.0,597.0,1524.0,0.0,3284.0
2014,12,WN,SFO,1302.0,688.0,96.91,50.84,278.05,0.0,262.2,82.0,3.0,56201.0,6292.0,4771.0,22210.0,0.0,22928.0
2015,1,MQ,BMI,146.0,49.0,17.65,5.73,12.82,0.0,12.81,14.0,0.0,2688.0,1004.0,341.0,561.0,0.0,782.0
2016,4,DL,TRI,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0
2015,8,WN,MHT,420.0,113.0,41.59,4.42,20.34,0.0,46.66,6.0,0.0,6852.0,1871.0,387.0,1644.0,0.0,2950.0
2018,2,B6,TPA,390.0,72.0,32.56,1.16,15.29,0.0,22.99,5.0,0.0,3676.0,1422.0,106.0,625.0,0.0,1523.0
2023,4,MQ,LAN,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0
2014,8,WN,LIT,282.0,76.0,32.28,3.89,3.37,0.0,36.45,1.0,2.0,4226.0,1435.0,289.0,244.0,0.0,2258.0
2016,6,WN,LIT,202.0,53.0,21.56,0.0,8.9,1.68,20.86,2.0,2.0,3440.0,1345.0,0.0,385.0,180.0,1530.0
2021,5,YV,OKC,189.0,38.0,11.35,6.94,16.06,0.0,3.66,3.0,0.0,3370.0,847.0,1446.0,685.0,0.0,392.0
2019,3,NK,PIT,194.0,24.0,6.97,0.34,5.13,0.0,11.56,0.0,0.0,1835.0,526.0,20.0,180.0,0.0,1109.0
2020,11,MQ,MKE,33.0,9.0,3.63,0.0,4.5,0.0,0.87,0.0,0.0,222.0,93.0,0.0,102.0,0.0,27.0
2015,5,F9,RDU,93.0,21.0,7.34,0.0,8.82,0.0,4.84,0.0,0.0,1234.0,383.0,0.0,583.0,0.0,268.0
2018,3,B6,STX,31.0,5.0,3.95,0.0,0.05,0.0,1.0,1.0,0.0,434.0,140.0,0.0,1.0,0.0,293.0
2020,10,MQ,COS,52.0,6.0,0.96,1.44,1.88,0.0,1.72,0.0,0.0,267.0,53.0,69.0,48.0,0.0,97.0
2023,4,MQ,BOS,135.0,24.0,4.17,3.51,9.37,0.0,6.95,1.0,0.0,1389.0,184.0,344.0,376.0,0.0,485.0
2020,5,AA,PWM,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0
2014,3,MQ,CLT,418.0,88.0,25.14,1.14,37.53,0.0,24.19,13.0,0.0,3968.0,1496.0,51.0,1184.0,0.0,1237.0
2020,12,YX,PIT,574.0,37.0,14.52,0.48,15.03,0.0,6.98,5.0,0.0,2203.0,1090.0,37.0,500.0,0.0,576.0
2018,10,9E,OAJ,111.0,13.0,9.36,0.0,0.82,0.0,2.82,0.0,0.0,559.0,356.0,0.0,40.0,0.0,163.0
2013,9,OO,MIA,30.0,10.0,5.71,0.96,0.04,0.0,3.28,0.0,0.0,525.0,300.0,109.0,1.0,0.0,115.0
2022,9,MQ,TUL,57.0,8.0,2.29,2.0,0.03,0.0,3.67,1.0,0.0,475.0,54.0,137.0,3.0,0.0,281.0
2022,5,G4,SFB,758.0,226.0,55.31,16.53,66.62,2.83,84.71,11.0,1.0,14506.0,4822.0,1264.0,2617.0,53.0,5750.0
2014,10,US,RNO,93.0,4.0,1.32,1.0,0.53,0.0,1.15,0.0,0.0,76.0,25.0,24.0,9.0,0.0,18.0
2023,3,OO,CMX,62.0,17.0,8.0,1.0,0.0,0.0,8.0,4.0,0.0,1902.0,227.0,25.0,0.0,0.0,1650.0
2019,1,AA,MDT,55.0,5.0,2.0,1.0,1.09,0.0,0.91,1.0,0.0,149.0,55.0,25.0,21.0,0.0,48.0
2019,5,9E,EVV,105.0,5.0,2.86,0.0,0.74,0.0,1.39,0.0,0.0,750.0,467.0,0.0,22.0,0.0,261.0
2020,2,OO,GTF,140.0,22.0,8.79,4.41,8.8,0.0,0.0,0.0,2.0,1279.0,584.0,291.0,404.0,0.0,0.0
2017,12,HA,SEA,72.0,25.0,14.04,0.13,0.0,0.0,10.82,0.0,1.0,1075.0,513.0,11.0,0.0,0.0,551.0
2022,5,AA,ORD,4103.0,767.0,228.94,30.75,189.46,2.84,315.0,72.0,17.0,62598.0,26002.0,2481.0,7362.0,86.0,26667.0
2021,4,AS,WRG,60.0,13.0,1.98,0.0,4.82,0.0,6.2,1.0,0.0,583.0,44.0,0.0,134.0,0.0,405.0
2013,11,F9,CLE,43.0,7.0,4.02,0.0,0.77,0.0,2.21,0.0,0.0,403.0,167.0,0.0,30.0,0.0,206.0
2016,3,OO,DEN,4494.0,783.0,157.55,12.57,246.01,3.49,363.37,215.0,4.0,50145.0,16874.0,1890.0,10304.0,145.0,20932.0
2022,2,MQ,BNA,91.0,28.0,9.37,0.87,7.14,0.0,10.62,5.0,0.0,1384.0,570.0,30.0,220.0,0.0,564.0
2023,2,OO,BOI,780.0,95.0,55.0,8.0,0.0,0.0,32.0,4.0,0.0,6416.0,2765.0,1482.0,0.0,0.0,2169.0
2021,2,9E,STL,78.0,8.0,1.26,0.0,5.11,0.0,1.64,3.0,0.0,215.0,41.0,0.0,143.0,0.0,31.0
2019,7,F9,MSN,36.0,12.0,6.25,0.0,3.93,0.0,1.82,0.0,0.0,804.0,299.0,0.0,296.0,0.0,209.0
2019,8,F9,GRR,36.0,7.0,2.51,1.0,2.04,0.0,1.45,0.0,0.0,279.0,96.0,26.0,82.0,0.0,75.0
2015,9,VX,JFK,322.0,39.0,9.32,7.13,18.47,0.0,4.09,0.0,0.0,1338.0,293.0,160.0,779.0,0.0,106.0
2022,4,G4,USA,91.0,27.0,5.33,1.08,8.96,0.4,11.23,0.0,1.0,1912.0,181.0,58.0,453.0,6.0,1214.0
2019,11,DL,PHF,26.0,1.0,0.61,0.0,0.0,0.0,0.39,0.0,0.0,18.0,11.0,0.0,0.0,0.0,7.0
2018,5,9E,DTW,1555.0,193.0,39.31,11.66,47.17,0.0,94.87,6.0,0.0,17202.0,5158.0,1369.0,2764.0,0.0,7911.0
2021,12,AS,OKC,29.0,5.0,2.35,0.88,0.77,0.0,1.0,1.0,0.0,245.0,121.0,36.0,26.0,0.0,62.0
2017,11,WN,MEM,274.0,31.0,6.12,0.0,7.03,0.0,17.85,0.0,0.0,1049.0,213.0,0.0,205.0,0.0,631.0
2020,3,OO,RIW,87.0,12.0,4.62,1.31,3.77,0.92,1.38,11.0,1.0,1580.0,1045.0,136.0,253.0,56.0,90.0
2017,4,EV,GSP,155.0,32.0,16.46,0.69,6.43,0.0,8.42,2.0,0.0,2268.0,1206.0,97.0,246.0,0.0,719.0
2018,3,DL,MSY,731.0,86.0,34.16,8.29,19.84,0.0,23.71,10.0,2.0,4230.0,1943.0,323.0,691.0,0.0,1273.0
2015,12,F9,BZN,17.0,8.0,2.87,0.1,3.4,0.0,1.63,0.0,0.0,214.0,85.0,3.0,69.0,0.0,57.0
2019,1,UA,ROC,14.0,3.0,0.95,0.0,0.45,0.0,1.6,0.0,0.0,107.0,19.0,0.0,26.0,0.0,62.0
2022,9,F9,SFO,260.0,77.0,31.24,2.95,17.84,0.0,24.97,4.0,0.0,5417.0,1870.0,200.0,1082.0,0.0,2265.0
2022,9,QX,LAS,44.0,11.0,3.34,0.77,5.88,0.0,1.0,0.0,0.0,606.0,284.0,44.0,250.0,0.0,28.0
2015,7,OO,CMX,62.0,10.0,1.0,0.54,1.0,0.0,7.46,2.0,0.0,440.0,18.0,43.0,48.0,0.0,331.0
2013,11,UA,ALB,25.0,3.0,0.12,0.97,0.07,0.0,1.84,1.0,0.0,117.0,8.0,33.0,5.0,0.0,71.0
2019,7,UA,COS,62.0,10.0,2.33,0.95,3.01,0.0,3.71,0.0,0.0,760.0,57.0,89.0,105.0,0.0,509.0
2021,8,MQ,MHT,28.0,14.0,4.09,1.65,4.41,0.0,3.85,0.0,0.0,796.0,194.0,198.0,183.0,0.0,221.0
2017,12,B6,STT,31.0,1.0,0.1,0.0,0.0,0.0,0.9,1.0,0.0,29.0,3.0,0.0,0.0,0.0,26.0
2022,8,AA,AVP,89.0,31.0,10.64,5.01,4.18,0.0,11.17,2.0,0.0,2777.0,1213.0,505.0,219.0,0.0,840.0
2022,11,AA,SFO,753.0,229.0,81.99,1.82,68.61,0.65,75.93,4.0,0.0,13092.0,4762.0,62.0,2252.0,29.0,5987.0
2019,10,EV,AMA,88.0,25.0,7.16,1.8,10.45,0.0,5.59,1.0,0.0,1529.0,299.0,467.0,370.0,0.0,393.0
2013,10,YV,RIC,108.0,19.0,7.82,0.95,4.39,0.0,5.85,1.0,0.0,1029.0,570.0,86.0,176.0,0.0,197.0
2021,5,G4,OAK,56.0,7.0,3.55,0.0,1.25,0.0,2.19,0.0,0.0,548.0,345.0,0.0,36.0,0.0,167.0
2022,8,WN,AMA,205.0,54.0,17.97,0.0,4.19,0.0,31.84,5.0,1.0,3559.0,1174.0,0.0,152.0,0.0,2233.0
2016,8,DL,GRB,82.0,20.0,8.06,0.7,0.72,0.0,10.52,1.0,0.0,1462.0,620.0,26.0,33.0,0.0,783.0
2016,6,DL,PHL,630.0,129.0,31.41,5.22,66.06,0.0,26.31,0.0,3.0,8781.0,1827.0,385.0,4375.0,0.0,2194.0
2017,10,B6,ROC,109.0,23.0,10.09,0.08,0.61,0.0,12.22,4.0,0.0,1883.0,532.0,14.0,61.0,0.0,1276.0
2023,6,YX,TPA,34.0,10.0,1.75,0.05,4.2,0.0,4.01,0.0,1.0,599.0,62.0,6.0,262.0,0.0,269.0
2022,10,YV,YUM,26.0,6.0,2.17,0.0,0.41,0.0,3.42,0.0,0.0,653.0,270.0,0.0,52.0,0.0,331.0
2018,1,WN,TUL,403.0,70.0,23.28,0.0,7.92,0.27,38.54,2.0,0.0,2322.0,844.0,0.0,236.0,4.0,1238.0
2019,3,B6,PVD,124.0,30.0,13.92,0.0,4.42,0.0,11.65,3.0,0.0,1783.0,852.0,0.0,127.0,0.0,804.0
2016,10,F9,BIS,13.0,6.0,1.28,0.0,1.27,0.0,3.45,0.0,0.0,232.0,53.0,0.0,35.0,0.0,144.0
2016,1,NK,MCO,563.0,164.0,40.23,0.93,89.11,1.1,32.62,11.0,0.0,8963.0,2576.0,123.0,4110.0,28.0,2126.0
2018,7,OH,GSP,370.0,102.0,27.88,10.33,26.11,0.0,37.68,11.0,0.0,7267.0,1414.0,1191.0,1237.0,0.0,3425.0
2017,5,F9,DCA,93.0,9.0,1.65,0.0,4.41,0.0,2.94,0.0,0.0,442.0,62.0,0.0,142.0,0.0,238.0
2018,12,DL,TUS,93.0,10.0,4.37,1.15,2.95,0.0,1.52,0.0,0.0,540.0,164.0,183.0,110.0,0.0,83.0
